country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Jersey,JEY,2021-02-27,,,,,583.0,,,,5768.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-02-28,33511.0,30191.0,3320.0,,600.0,33.16,29.87,3.28,5936.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-03-01,,,,,635.0,,,,6283.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-03-02,,,,,670.0,,,,6629.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-03-03,,,,,705.0,,,,6975.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-03-04,,,,,740.0,,,,7321.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-03-05,,,,,775.0,,,,7668.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-03-06,,,,,810.0,,,,8014.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-03-07,39428.0,36049.0,3379.0,,845.0,39.01,35.67,3.34,8360.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-03-08,,,,,858.0,,,,8489.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-03-09,,,,,871.0,,,,8618.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-03-10,42231.0,38073.0,4158.0,,883.0,41.78,37.67,4.11,8736.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-03-11,,,,,889.0,,,,8796.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-03-12,,,,,894.0,,,,8845.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-03-13,,,,,899.0,,,,8895.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-03-14,45758.0,40137.0,5621.0,,904.0,45.27,39.71,5.56,8944.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-03-15,,,,,912.0,,,,9023.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-03-16,,,,,921.0,,,,9112.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-03-17,48732.0,41741.0,6991.0,,929.0,48.21,41.3,6.92,9191.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-03-18,,,,,929.0,,,,9191.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-03-19,,,,,929.0,,,,9191.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-03-20,,,,,929.0,,,,9191.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-03-21,52265.0,43136.0,9129.0,,930.0,51.71,42.68,9.03,9201.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-03-22,,,,,924.0,,,,9142.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-03-23,,,,,918.0,,,,9083.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-03-24,55114.0,43630.0,11484.0,,912.0,54.53,43.17,11.36,9023.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-03-25,,,,,929.0,,,,9191.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-03-26,,,,,946.0,,,,9360.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-03-27,,,,,964.0,,,,9538.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-03-28,59132.0,44318.0,14814.0,,981.0,58.5,43.85,14.66,9706.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-03-29,,,,,988.0,,,,9775.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-03-30,,,,,995.0,,,,9844.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-03-31,62126.0,44526.0,17600.0,,1002.0,61.47,44.05,17.41,9914.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-04-01,,,,,1059.0,,,,10478.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-04-02,,,,,1117.0,,,,11051.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-04-03,,,,,1175.0,,,,11625.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-04-04,67760.0,44981.0,22779.0,,1233.0,67.04,44.5,22.54,12199.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-04-05,,,,,1106.0,,,,10943.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-04-06,,,,,979.0,,,,9686.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-04-07,68095.0,45046.0,23049.0,,853.0,67.37,44.57,22.8,8439.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-04-08,,,,,750.0,,,,7420.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-04-09,,,,,648.0,,,,6411.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-04-10,,,,,545.0,,,,5392.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-04-11,70859.0,45585.0,25274.0,,443.0,70.11,45.1,25.01,4383.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jordan,JOR,2021-01-12,0.0,0.0,,,,0.0,0.0,,,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://petra.gov.jo/Include/InnerPage.jsp?ID=33858&lang=en&name=en_news
Jordan,JOR,2021-01-13,,,,,2727.0,,,,267.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://petra.gov.jo/Include/InnerPage.jsp?ID=33858&lang=en&name=en_news
Jordan,JOR,2021-01-14,,,,,2727.0,,,,267.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://petra.gov.jo/Include/InnerPage.jsp?ID=33858&lang=en&name=en_news
Jordan,JOR,2021-01-15,,,,,2727.0,,,,267.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://petra.gov.jo/Include/InnerPage.jsp?ID=33858&lang=en&name=en_news
Jordan,JOR,2021-01-16,,,,,2727.0,,,,267.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://petra.gov.jo/Include/InnerPage.jsp?ID=33858&lang=en&name=en_news
Jordan,JOR,2021-01-17,,,,,2727.0,,,,267.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://petra.gov.jo/Include/InnerPage.jsp?ID=33858&lang=en&name=en_news
Jordan,JOR,2021-01-18,,,,,2727.0,,,,267.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://petra.gov.jo/Include/InnerPage.jsp?ID=33858&lang=en&name=en_news
Jordan,JOR,2021-01-19,,,,,2727.0,,,,267.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://petra.gov.jo/Include/InnerPage.jsp?ID=33858&lang=en&name=en_news
Jordan,JOR,2021-01-20,,,,,2727.0,,,,267.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://petra.gov.jo/Include/InnerPage.jsp?ID=33858&lang=en&name=en_news
Jordan,JOR,2021-01-21,,,,,2727.0,,,,267.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://petra.gov.jo/Include/InnerPage.jsp?ID=33858&lang=en&name=en_news
Jordan,JOR,2021-01-22,,,,,2727.0,,,,267.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://petra.gov.jo/Include/InnerPage.jsp?ID=33858&lang=en&name=en_news
Jordan,JOR,2021-01-23,30000.0,30000.0,,,2727.0,0.29,0.29,,267.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://petra.gov.jo/Include/InnerPage.jsp?ID=33858&lang=en&name=en_news
Jordan,JOR,2021-01-24,,,,,2516.0,,,,247.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://petra.gov.jo/Include/InnerPage.jsp?ID=33858&lang=en&name=en_news
Jordan,JOR,2021-01-25,,,,,2305.0,,,,226.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://petra.gov.jo/Include/InnerPage.jsp?ID=33858&lang=en&name=en_news
Jordan,JOR,2021-01-26,,,,,2094.0,,,,205.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://petra.gov.jo/Include/InnerPage.jsp?ID=33858&lang=en&name=en_news
Jordan,JOR,2021-01-27,,,,,1883.0,,,,185.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://petra.gov.jo/Include/InnerPage.jsp?ID=33858&lang=en&name=en_news
Jordan,JOR,2021-01-28,,,,,1672.0,,,,164.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://petra.gov.jo/Include/InnerPage.jsp?ID=33858&lang=en&name=en_news
Jordan,JOR,2021-01-29,,,,,1461.0,,,,143.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://petra.gov.jo/Include/InnerPage.jsp?ID=33858&lang=en&name=en_news
Jordan,JOR,2021-01-30,,,,,1250.0,,,,123.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://petra.gov.jo/Include/InnerPage.jsp?ID=33858&lang=en&name=en_news
Jordan,JOR,2021-01-31,40000.0,40000.0,,,1250.0,0.39,0.39,,123.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://petra.gov.jo/Include/InnerPage.jsp?ID=33858&lang=en&name=en_news
Jordan,JOR,2021-02-01,,,,,1331.0,,,,130.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://petra.gov.jo/Include/InnerPage.jsp?ID=33858&lang=en&name=en_news
Jordan,JOR,2021-02-02,,,,,1412.0,,,,138.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://petra.gov.jo/Include/InnerPage.jsp?ID=33858&lang=en&name=en_news
Jordan,JOR,2021-02-03,,,,,1494.0,,,,146.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://petra.gov.jo/Include/InnerPage.jsp?ID=33858&lang=en&name=en_news
Jordan,JOR,2021-02-04,,,,,1575.0,,,,154.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://petra.gov.jo/Include/InnerPage.jsp?ID=33858&lang=en&name=en_news
Jordan,JOR,2021-02-05,,,,,1656.0,,,,162.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://petra.gov.jo/Include/InnerPage.jsp?ID=33858&lang=en&name=en_news
Jordan,JOR,2021-02-06,,,,,1737.0,,,,170.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://petra.gov.jo/Include/InnerPage.jsp?ID=33858&lang=en&name=en_news
Jordan,JOR,2021-02-07,,,,,1818.0,,,,178.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://petra.gov.jo/Include/InnerPage.jsp?ID=33858&lang=en&name=en_news
Jordan,JOR,2021-02-08,,,,,1818.0,,,,178.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://petra.gov.jo/Include/InnerPage.jsp?ID=33858&lang=en&name=en_news
Jordan,JOR,2021-02-09,,,,,1818.0,,,,178.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://petra.gov.jo/Include/InnerPage.jsp?ID=33858&lang=en&name=en_news
Jordan,JOR,2021-02-10,,,,,1818.0,,,,178.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://petra.gov.jo/Include/InnerPage.jsp?ID=33858&lang=en&name=en_news
Jordan,JOR,2021-02-11,,,,,1818.0,,,,178.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://petra.gov.jo/Include/InnerPage.jsp?ID=33858&lang=en&name=en_news
Jordan,JOR,2021-02-12,,,,,1818.0,,,,178.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://petra.gov.jo/Include/InnerPage.jsp?ID=33858&lang=en&name=en_news
Jordan,JOR,2021-02-13,,,,,1818.0,,,,178.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://petra.gov.jo/Include/InnerPage.jsp?ID=33858&lang=en&name=en_news
Jordan,JOR,2021-02-14,,,,,1818.0,,,,178.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://petra.gov.jo/Include/InnerPage.jsp?ID=33858&lang=en&name=en_news
Jordan,JOR,2021-02-15,,,,,1818.0,,,,178.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://petra.gov.jo/Include/InnerPage.jsp?ID=33858&lang=en&name=en_news
Jordan,JOR,2021-02-16,,,,,1818.0,,,,178.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://petra.gov.jo/Include/InnerPage.jsp?ID=33858&lang=en&name=en_news
Jordan,JOR,2021-02-17,,,,,1818.0,,,,178.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://petra.gov.jo/Include/InnerPage.jsp?ID=33858&lang=en&name=en_news
Jordan,JOR,2021-02-18,,,,,1818.0,,,,178.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://petra.gov.jo/Include/InnerPage.jsp?ID=33858&lang=en&name=en_news
Jordan,JOR,2021-02-19,,,,,1818.0,,,,178.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://petra.gov.jo/Include/InnerPage.jsp?ID=33858&lang=en&name=en_news
Jordan,JOR,2021-02-20,,,,,1818.0,,,,178.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://petra.gov.jo/Include/InnerPage.jsp?ID=33858&lang=en&name=en_news
Jordan,JOR,2021-02-21,,,,,1818.0,,,,178.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://petra.gov.jo/Include/InnerPage.jsp?ID=33858&lang=en&name=en_news
Jordan,JOR,2021-02-22,80000.0,50000.0,30000.0,,1818.0,0.78,0.49,0.29,178.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://petra.gov.jo/Include/InnerPage.jsp?ID=33858&lang=en&name=en_news
Jordan,JOR,2021-02-23,,,,,4892.0,,,,479.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://petra.gov.jo/Include/InnerPage.jsp?ID=33858&lang=en&name=en_news
Jordan,JOR,2021-02-24,,,,,7965.0,,,,781.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://petra.gov.jo/Include/InnerPage.jsp?ID=33858&lang=en&name=en_news
Jordan,JOR,2021-02-25,150000.0,,,,11039.0,1.47,,,1082.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://petra.gov.jo/Include/InnerPage.jsp?ID=33858&lang=en&name=en_news
Jordan,JOR,2021-02-26,,,,,11209.0,,,,1099.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://petra.gov.jo/Include/InnerPage.jsp?ID=33858&lang=en&name=en_news
Jordan,JOR,2021-02-27,,,,,11379.0,,,,1115.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://petra.gov.jo/Include/InnerPage.jsp?ID=33858&lang=en&name=en_news
Jordan,JOR,2021-02-28,,,,,11549.0,,,,1132.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://petra.gov.jo/Include/InnerPage.jsp?ID=33858&lang=en&name=en_news
Jordan,JOR,2021-03-01,,,,,11719.0,,,,1149.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://petra.gov.jo/Include/InnerPage.jsp?ID=33858&lang=en&name=en_news
Jordan,JOR,2021-03-02,,,,,8816.0,,,,864.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://petra.gov.jo/Include/InnerPage.jsp?ID=33858&lang=en&name=en_news
Jordan,JOR,2021-03-03,,,,,5912.0,,,,579.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://petra.gov.jo/Include/InnerPage.jsp?ID=33858&lang=en&name=en_news
Jordan,JOR,2021-03-04,,,,,3008.0,,,,295.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://petra.gov.jo/Include/InnerPage.jsp?ID=33858&lang=en&name=en_news
Jordan,JOR,2021-03-05,,,,,3008.0,,,,295.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://petra.gov.jo/Include/InnerPage.jsp?ID=33858&lang=en&name=en_news
Jordan,JOR,2021-03-06,,,,,3008.0,,,,295.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://petra.gov.jo/Include/InnerPage.jsp?ID=33858&lang=en&name=en_news
Jordan,JOR,2021-03-07,,,,,3008.0,,,,295.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://petra.gov.jo/Include/InnerPage.jsp?ID=33858&lang=en&name=en_news
Jordan,JOR,2021-03-08,,,,,3008.0,,,,295.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://petra.gov.jo/Include/InnerPage.jsp?ID=33858&lang=en&name=en_news
Jordan,JOR,2021-03-09,,,,,3008.0,,,,295.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://petra.gov.jo/Include/InnerPage.jsp?ID=33858&lang=en&name=en_news
Jordan,JOR,2021-03-10,,,,,3008.0,,,,295.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://petra.gov.jo/Include/InnerPage.jsp?ID=33858&lang=en&name=en_news
Jordan,JOR,2021-03-11,,,,,3008.0,,,,295.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://petra.gov.jo/Include/InnerPage.jsp?ID=33858&lang=en&name=en_news
Jordan,JOR,2021-03-12,,,,,3008.0,,,,295.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://petra.gov.jo/Include/InnerPage.jsp?ID=33858&lang=en&name=en_news
Jordan,JOR,2021-03-13,,,,,3008.0,,,,295.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://petra.gov.jo/Include/InnerPage.jsp?ID=33858&lang=en&name=en_news
Jordan,JOR,2021-03-14,,,,,3008.0,,,,295.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://petra.gov.jo/Include/InnerPage.jsp?ID=33858&lang=en&name=en_news
Jordan,JOR,2021-03-15,204151.0,155772.0,48379.0,,3008.0,2.0,1.53,0.47,295.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://petra.gov.jo/Include/InnerPage.jsp?ID=33858&lang=en&name=en_news
Jordan,JOR,2021-03-16,,,,,5273.0,,,,517.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://petra.gov.jo/Include/InnerPage.jsp?ID=33858&lang=en&name=en_news
Jordan,JOR,2021-03-17,241868.0,189456.0,52412.0,,7537.0,2.37,1.86,0.51,739.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://petra.gov.jo/Include/InnerPage.jsp?ID=33858&lang=en&name=en_news
Jordan,JOR,2021-03-18,,,,,8207.0,,,,804.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://petra.gov.jo/Include/InnerPage.jsp?ID=33858&lang=en&name=en_news
Jordan,JOR,2021-03-19,,,,,8876.0,,,,870.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://petra.gov.jo/Include/InnerPage.jsp?ID=33858&lang=en&name=en_news
Jordan,JOR,2021-03-20,,,,,9546.0,,,,936.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://petra.gov.jo/Include/InnerPage.jsp?ID=33858&lang=en&name=en_news
Jordan,JOR,2021-03-21,272648.0,209278.0,63370.0,,10215.0,2.67,2.05,0.62,1001.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://petra.gov.jo/Include/InnerPage.jsp?ID=33858&lang=en&name=en_news
Jordan,JOR,2021-03-22,,,,,12047.0,,,,1181.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://petra.gov.jo/Include/InnerPage.jsp?ID=33858&lang=en&name=en_news
Jordan,JOR,2021-03-23,,,,,11614.0,,,,1138.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://petra.gov.jo/Include/InnerPage.jsp?ID=33858&lang=en&name=en_news
Jordan,JOR,2021-03-24,320140.0,251197.0,68943.0,,11182.0,3.14,2.46,0.68,1096.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://petra.gov.jo/Include/InnerPage.jsp?ID=33858&lang=en&name=en_news
Jordan,JOR,2021-03-25,,,,,12203.0,,,,1196.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://petra.gov.jo/Include/InnerPage.jsp?ID=33858&lang=en&name=en_news
Jordan,JOR,2021-03-26,,,,,13224.0,,,,1296.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://petra.gov.jo/Include/InnerPage.jsp?ID=33858&lang=en&name=en_news
Jordan,JOR,2021-03-27,,,,,14246.0,,,,1396.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://petra.gov.jo/Include/InnerPage.jsp?ID=33858&lang=en&name=en_news
Jordan,JOR,2021-03-28,,,,,15267.0,,,,1496.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://petra.gov.jo/Include/InnerPage.jsp?ID=33858&lang=en&name=en_news
Jordan,JOR,2021-03-29,,,,,15126.0,,,,1482.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://petra.gov.jo/Include/InnerPage.jsp?ID=33858&lang=en&name=en_news
Jordan,JOR,2021-03-30,409203.0,304946.0,104257.0,,14985.0,4.01,2.99,1.02,1469.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://petra.gov.jo/Include/InnerPage.jsp?ID=33858&lang=en&name=en_news
Jordan,JOR,2021-03-31,,,,,14783.0,,,,1449.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://petra.gov.jo/Include/InnerPage.jsp?ID=33858&lang=en&name=en_news
Jordan,JOR,2021-04-01,,,,,14722.0,,,,1443.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://petra.gov.jo/Include/InnerPage.jsp?ID=33858&lang=en&name=en_news
Jordan,JOR,2021-04-02,,,,,14661.0,,,,1437.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://petra.gov.jo/Include/InnerPage.jsp?ID=33858&lang=en&name=en_news
